Congratulations to Abhishek Verma on winning his first medal at the  . India is proud of Abhishek for the Bronze in the 10m Air Pistol event. #AsianGames2018 ,first,0.625,0.788,0.500
Congratulations to Abhishek Verma on winning his first medal at the  . India is proud of Abhishek for the Bronze in the 10m Air Pistol event. #AsianGames2018 ,medal,0.854,0.746,0.555
Congratulations to Abhishek Verma on winning his first medal at the  . India is proud of Abhishek for the Bronze in the 10m Air Pistol event. #AsianGames2018 ,proud,0.906,0.873,0.700
Congratulations to Abhishek Verma on winning his first medal at the  . India is proud of Abhishek for the Bronze in the 10m Air Pistol event. #AsianGames2018 ,winning,0.955,0.972,0.712
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,be,0.670,0.554,0.240
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,commitment,0.714,0.843,0.710
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,consistency,0.714,0.887,0.500
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,happy,1.000,0.772,0.735
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,know,0.765,0.704,0.361
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,proud,0.906,0.873,0.700
Kudos to  for the Silver Medal in the Men s 50m Rifle 3 Position at the  . You would be happy to know that Sanjeev has been making India proud since the 2006 Asian Games. His consistency and commitment are admirable. ,would,0.493,0.427,0.412
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,be,0.670,0.554,0.240
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,blessed,0.910,0.696,0.279
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,dynamic,0.724,0.836,0.750
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,forefront,0.573,0.811,0.559
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,healthy,0.938,0.818,0.319
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,long,0.541,0.543,0.353
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,new,0.917,0.582,0.490
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,new,age,0.556,0.694
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,state,0.562,0.604,0.320
Best wishes to Arunachal Pradesh s young and dynamic CM Shri  . He is at the forefront of taking the state to new heights of progress. May he be blessed with a long and healthy life. ,young,0.812,0.537,0.520
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,event,0.745,0.664,0.673
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,inspire,0.918,0.759,0.627
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,repeated,0.429,0.314,0.472
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,success,0.959,0.981,0.880
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,tournament,0.694,0.611,0.740
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,upcoming,0.688,0.550,0.460
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,victory,0.938,0.931,0.735
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,will,0.698,0.735,0.408
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,winning,0.955,0.972,0.712
Another tournament another medal! India rejoices in the victory of  . Congratulations to her on winning the Gold in the 50Kg wrestling event at the  . Vinesh's repeated success will surely inspire upcoming athletes. ,wrestling,0.449,0.774,0.868
Joined a prayer meeting for Atal Ji in Delhi this evening. Here is my speech. ,meeting,0.750,0.613,0.569
Joined a prayer meeting for Atal Ji in Delhi this evening. Here is my speech. ,prayer,0.745,0.604,0.217
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,congratulate,0.927,0.784,0.724
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,event,0.745,0.664,0.673
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,first,0.625,0.788,0.500
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,0.958,0.810,0.665
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,anticipation,0.735,0.786
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,aunt,0.419,0.896
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,disgust,0.836,0.042
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,grandfather,0.241,0.729
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,grandma,0.221,0.771
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,grandmother,0.236,0.802
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,grandpa,0.280,0.857
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,surprise,0.941,0.939
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,trust,0.528,0.939
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,great,uncle,0.398,0.729
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,medal,0.854,0.746,0.555
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,showing,0.622,0.491,0.540
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,smiles,0.892,0.607,0.606
Young Lakshya Sheoran has brought smiles on the faces of every Indian! I congratulate him on winning the Silver medal in the Men s Trap Shooting event at the  . These are his first Asian Games and he is already showing such great potential. Best wishes to him. ,winning,0.955,0.972,0.712
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,dedication,0.867,0.682,0.471
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,event,0.745,0.664,0.673
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,have,0.757,0.593,0.389
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,home,0.854,0.545,0.270
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,shooting,0.276,0.602,0.931
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,tenacity,0.740,0.889,0.657
Deepak Kumar s tenacity and dedication towards shooting have brought wonderful results. He brings home a Silver in the 10m Air Rifle event at the  . Congratulations to him! #AsianGames2018 ,wonderful,0.971,0.830,0.776
Tributes to our former Prime Minister Shri Rajiv Gandhi Ji on his birth anniversary. We remember his efforts towards the nation. ,birth,0.896,0.536,0.655
Tributes to our former Prime Minister Shri Rajiv Gandhi Ji on his birth anniversary. We remember his efforts towards the nation. ,remember,0.776,0.454,0.422
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,first,0.625,0.788,0.500
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,freestyle,0.765,0.520,0.652
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,future,0.888,0.786,0.644
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,memorable,0.939,0.769,0.510
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,special,0.844,0.730,0.602
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,victory,0.938,0.931,0.735
Congratulations  for the memorable victory in the 65 kg freestyle wrestling. This win is even more special because it is India's first Gold in the  . Best wishes for your future endeavours. #AsianGames2018 ,win,0.927,0.888,0.694
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,flood,0.208,0.608,0.778
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,parts,0.459,0.392,0.327
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,possible,0.688,0.548,0.316
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,pray,0.714,0.627,0.127
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,relief,0.844,0.481,0.278
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,rescue,0.806,0.850,0.926
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,safety,0.708,0.868,0.491
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,situation,0.531,0.600,0.387
Spoke to Karnataka CM Shri  Ji regarding the flood situation in parts of the state. Extended all possible support in the rescue and relief operations. I pray for the safety and well-being of those in the flood affected areas.  ,support,0.811,0.737,0.472
This month s #MannKiBaat programme will take place on Sunday 26th August. Share your ideas for the programme on the 'Narendra Modi Mobile App.' ,month,0.688,0.411,0.255
This month s #MannKiBaat programme will take place on Sunday 26th August. Share your ideas for the programme on the 'Narendra Modi Mobile App.' ,place,0.573,0.398,0.261
This month s #MannKiBaat programme will take place on Sunday 26th August. Share your ideas for the programme on the 'Narendra Modi Mobile App.' ,programme,0.740,0.537,0.298
This month s #MannKiBaat programme will take place on Sunday 26th August. Share your ideas for the programme on the 'Narendra Modi Mobile App.' ,take,0.828,0.348,0.537
This month s #MannKiBaat programme will take place on Sunday 26th August. Share your ideas for the programme on the 'Narendra Modi Mobile App.' ,will,0.698,0.735,0.408
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,first,0.625,0.788,0.500
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,give,0.750,0.500,0.346
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,medal,0.854,0.746,0.555
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,mixed,0.510,0.444,0.346
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,rifle,0.329,0.718,0.900
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,talented,0.939,0.938,0.635
Our talented shooters give us our first medals at the  . Well done  and Ravi Kumar for bagging the Bronze medal in the 10m Air rifle mixed team event. #AsianGames2018 ,team,0.708,0.688,0.461
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,big,0.802,0.812,0.588
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,concern,0.250,0.463,0.734
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,difficult,0.235,0.508,0.700
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,gracious,0.918,0.637,0.634
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,offer,0.750,0.596,0.745
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,people,0.604,0.500,0.400
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,special,0.844,0.730,0.602
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,support,0.811,0.737,0.472
A big thanks to  for his gracious offer to support people of Kerala during this difficult time. His concern reflects the special ties between governments and people of India and UAE. ,thanks,0.918,0.461,0.472
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,contingent,0.470,0.659,0.531
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,extremely,0.635,0.886,0.827
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,extremely,negative,0.786,0.030
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,extremely,positive,0.730,0.993
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,give,0.750,0.500,0.346
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,proud,0.906,0.873,0.700
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,sure,0.724,0.793,0.270
Best wishes to the Indian contingent for the  which are being held in Indonesia. We are extremely proud of our athletes and I am sure they will give their best through the games. #AsianGames2018 ,will,0.698,0.735,0.408
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,community,0.750,0.659,0.350
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,entire,0.689,0.698,0.462
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,0.958,0.810,0.665
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,anticipation,0.735,0.786
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,aunt,0.419,0.896
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,disgust,0.836,0.042
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,grandfather,0.241,0.729
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,grandma,0.221,0.771
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,grandmother,0.236,0.802
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,grandpa,0.280,0.857
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,surprise,0.941,0.939
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,trust,0.528,0.939
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,great,uncle,0.398,0.729
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,joy,0.980,0.794,0.824
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,marked,0.592,0.554,0.358
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,peace,0.939,0.613,0.156
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,pray,0.714,0.627,0.127
The Parsi community marked Navroz with great fervour yesterday. As their New Year begins my greetings to the entire community. I pray for a year filled with joy peace and prosperity. ,year,0.542,0.415,0.284
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,contribution,0.854,0.760,0.452
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,good,0.938,0.534,0.368
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,health,0.935,0.551,0.427
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,long,0.541,0.543,0.353
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,pray,0.714,0.627,0.127
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,strengthening,0.913,0.945,0.627
Birthday greetings to Smt.  Ji. Nirmala Ji is making a valuable contribution towards strengthening India's defence sector. I pray for her good health and long life. ,valuable,0.899,0.798,0.547
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,be,0.670,0.554,0.240
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,contribution,0.854,0.760,0.452
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,family,0.968,0.643,0.383
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,hour,0.552,0.336,0.265
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,rest,0.907,0.300,0.167
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,significant,0.827,0.786,0.649
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,soul,0.770,0.510,0.220
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,thoughts,0.745,0.691,0.382
Mr. Kofi Annan s significant contribution to the MDGs will always be remembered. My thoughts are with his family and admirers in this hour of grief. May his soul rest in peace. ,will,0.698,0.735,0.408
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,conscience,0.663,0.721,0.375
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,diplomat,0.563,0.868,0.262
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,express,0.760,0.691,0.623
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,0.958,0.810,0.665
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,anticipation,0.735,0.786
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,aunt,0.419,0.896
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,disgust,0.836,0.042
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,grandfather,0.241,0.729
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,grandma,0.221,0.771
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,grandmother,0.236,0.802
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,grandpa,0.280,0.857
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,surprise,0.941,0.939
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,trust,0.528,0.939
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,great,uncle,0.398,0.729
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,humanitarian,0.786,0.709,0.317
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,international,0.800,0.702,0.519
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,keeper,0.612,0.773,0.457
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,lost,0.199,0.148,0.663
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,not,negative,0.270,0.622
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,not,positive,0.370,0.051
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,passing,0.458,0.509,0.298
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,peace,0.939,0.613,0.156
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,profound,0.755,0.736,0.546
We express our profound sorrow at the passing away of Nobel Laureate and former UNSG Mr. Kofi Annan. The world has lost not only a great African diplomat and humanitarian but also a conscience keeper of international peace and security. ,sorrow,0.052,0.164,0.235
